numOrder;customer;tarif;ip_address;gateway;netmask;subnet;broadcast;vlan_id;customer_port;termination_point
2553;ООО Автокрепёж плюс;Скорость-5120;141.0.179.172;141.0.179.161;255.255.255.224;141.0.179.160/27;141.0.179.191;283;EC10.30.12.82 - port 6;Eltex 10.30.0.195
999;ООО Свобода;Скорость-2048;141.0.179.173;141.0.179.161;255.255.255.224;141.0.179.160/27;141.0.179.191;283;EC 10.30.11.84 - port 12;Eltex 10.30.0.195
103;Банк Русский Стандарт (Аврора 150);Скорость-1024;141.0.179.174;141.0.179.161;255.255.255.224;141.0.179.160/27;141.0.179.191;283;EC 10.30.11.210 - port 9;Eltex 10.30.0.195
2956;Лайф групп;Скорость-12288;141.0.179.175;141.0.179.161;255.255.255.224;141.0.179.160/27;141.0.179.191;283;EC 10.30.14.17 - port 2;Eltex 10.30.0.195
2702;ООО Торэкс-Самар (Авроры 150/1) 2 камеры;Скорость-3М;141.0.179.176;141.0.179.161;255.255.255.224;141.0.179.160/27;141.0.179.191;283;EC 10.30.11.210 - port 10;Eltex 10.30.0.195
2780;ООО Алькор-Строй;Скорость-2048;141.0.179.177;141.0.179.161;255.255.255.224;141.0.179.160/27;141.0.179.191;283;EC 10.30.11.45 - port 4;Eltex 10.30.0.195
1415;ООО Волга;Скорость-2048;141.0.179.178;141.0.179.161;255.255.255.224;141.0.179.160/27;141.0.179.191;283;EC 10.30.13.121 - port 2;Eltex 10.30.0.195
2817;ООО Агро-Пром;Скорость-2048;141.0.179.179;141.0.179.161;255.255.255.224;141.0.179.160/27;141.0.179.191;283;EC 10.30.11.213 - port 13;Eltex 10.30.0.195
2829;ООО Солярис;Скорость-7М;141.0.179.180;141.0.179.161;255.255.255.224;141.0.179.160/27;141.0.179.191;283;EC 10.30.12.230 - port 13;Eltex 10.30.0.195
1986;От и До;Скорость - 2М;141.0.179.181;141.0.179.161;255.255.255.224;141.0.179.160/27;141.0.179.191;283;EC 10.30.13.143 - port 14;Eltex 10.30.0.195
2856;ООО ТСК Волгаэнергопром;Скорость-3М;141.0.179.182;141.0.179.161;255.255.255.224;141.0.179.160/27;141.0.179.191;283;EC 10.30.12.156 - port 2;Eltex 10.30.0.195
2860;Газпромбанк (Советской Армии 298);Скорость - 2М;141.0.179.183;141.0.179.161;255.255.255.224;141.0.179.160/27;141.0.179.191;283;EC 10.30.13.245 - port 2;Eltex 10.30.0.195
2792;Леопольд;;141.0.179.184;141.0.179.161;255.255.255.224;141.0.179.160/27;141.0.179.191;283;eltex 10.30.13.181 - port 2;Eltex 10.30.0.195
2226;ГрессСтиль;;141.0.179.185;141.0.179.161;255.255.255.224;141.0.179.160/27;141.0.179.191;283;;Eltex 10.30.0.195
902;СамаратрансАвто2000;Скорость-15м;141.0.179.186;141.0.179.161;255.255.255.224;141.0.179.160/27;141.0.179.191;283;EC 10.30.13.54 - port 1;Eltex 10.30.0.195
1196;Мегафон (Мичурина 21);Скорость - 10М;141.0.179.187;141.0.179.161;255.255.255.224;141.0.179.160/27;141.0.179.191;283;EC 10.30.13.181 - port 3,4;Eltex 10.30.0.195
2901;ООО СЗГМ;Скорость-5120;141.0.179.188;141.0.179.161;255.255.255.224;141.0.179.160/27;141.0.179.191;283;;Eltex 10.30.0.195
2930;ООО КиС;Скорость - 20М;141.0.179.189;141.0.179.161;255.255.255.224;141.0.179.160/27;141.0.179.191;283;EC 10.30.11.170 - port 4;Eltex 10.30.0.195
2935;Бразис Обувь;Скорость - 2М;141.0.179.190;141.0.179.161;255.255.255.224;141.0.179.160/27;141.0.179.191;283;EC 10.30.12.128 - port 13;Eltex 10.30.0.195
1522;ООО МиниМакс (Управленический тупик 7);Скорость-40960;46.29.74.210-214;46.29.74.209;255.255.255.248;46.29.74.208/29;46.29.74.215;284;EC 10.30.11.159 - port 21;Cisco 3750 10.30.0.13 port 14
1563;Альянс Энерго;Скорость-1024;141.0.179.194;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.11.209 - port 6;Cisco 3750 10.30.0.21 port 25
1452;Агроавто;Скорость-1024;141.0.179.195;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.12.128 - port 2;Cisco 3750 10.30.0.21 port 25
1573;СлавАвто;Скорость-7168;141.0.179.196;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.12.79 - port 4;Cisco 3750 10.30.0.2
3089;ООО МАКСИ (Стара-Загора 172а);Скорость-2048;141.0.179.197;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.12.130 - port 4;Cisco 3750 10.30.0.2
2002;ООО Аквалоджик-54;Скорость-2048;141.0.179.198;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.12.114 - port 5;Cisco 3750 10.30.0.21 port 26
;Электрощит (база, пр. Кирова 2);Скорость-10240;141.0.179.199;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.12.128 - port 22;Cisco 3750 10.30.0.21 port 26
1614;ООО Снабсервис;Скорость-2048;141.0.179.200;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.12.67 - port 3;Cisco 3750 10.30.0.21 port 27
1615;ООО ЕвроСтройГарант-С;Скорость-1024;141.0.179.201;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.12.128 - port 3;Cisco 3750 10.30.0.21
2832;АвтокарСамара;Скорость - 2048;141.0.179.202;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.12.49 - port 4;Cisco 3750 10.30.0.21
2832;АвтоКар-Самара;Скорость-2048;141.0.179.202;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.12.48 - port 4;Cisco 3750 10.30.0.21
1639;ООО Фасад Оптима плюс;Скорость-1024;141.0.179.203;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.12.72 - port 5;Cisco 3750 10.30.0.21 port 27
2083;ООО ПМК (был Самарский масложировой завод);Скорость-2048;141.0.179.204;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.11.212 -port 5;Cisco 3750 10.30.0.21 port 27
1488;Светсервис Ком;Скорость-10240;141.0.179.205;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.14.49 - port 1;Cisco 3750 10.30.0.21
2791;ООО Торгсервис;Скорость-10240;141.0.179.206;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.12.67 - port 4 GePON;Cisco 3750 10.30.0.21
2322;ООО Уют (Заводское шоссе 27);Скорость-2048;141.0.179.207;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;Ec 10.30.13.211 - port 2;Cisco 3750 10.30.0.21
2637;ООО Самарская Нива;Скорость-20480;141.0.179.208;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.11.80 - port 9;Cisco 3750 10.30.0.21 port 28
1656;ООО КД;Скорость-2048;141.0.179.209;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.12.128 - port 4;Cisco 3750 10.30.0.21
1658;"АНО ""САМ""";Скорость-1024;141.0.179.210;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.11.209 - port 7;Cisco 3750 10.30.0.21
1672;ТД Органика;Скорость-1024;141.0.179.211;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.12.81 - port 4;Cisco 3750 10.30.0.21
198;ТД САМАРАПОДШИПНИК;Скорость-20М;141.0.179.212;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.13.7 - port 1;Cisco 3750 10.30.0.2
2975;ООО Техноволга (Победы 108);Скорость-25М;141.0.179.213;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.13.133 - port 3;Cisco 3750 10.30.0.2
1676;ООО Спецтранс;Скорость-3072;141.0.179.214;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.11.209 - port 10;Cisco 3750 10.30.0.21
1673;ООО ПРО Строй;Скорость-1024;141.0.179.215;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.11.209 port 8;Cisco 3750 10.30.0.10 port 1
1684;ООО Волга-Партнер Самара;Скорость-2048;141.0.179.216;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.11.226 - port 4;Cisco 3750 10.30.0.21
2119;ООО Мега Кровля;Скорость-4096;141.0.179.217;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.11.83 - port 8;Cisco 3750 10.30.0.21
198;ТД САМАРАПОДШИПНИК (лифт);Скорость-10240;141.0.179.218;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.12.152 - port 3;Cisco 3750 10.30.0.21
1965;ПСК;Скорость-1024;141.0.179.219;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.12.81 - port 6;Cisco 3750 10.30.0.21
1693;ООО ПО Волгоэлектролюкс;Скорость-1024;141.0.179.220;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.11.201/6;Cisco 3750 10.30.0.21
1689;ООО Дока;Скорость-1024;141.0.179.221;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.11.21/9;Cisco 3750 10.30.0.21
1766;ООО Линкор (был ООО АВЕО);Скорость-2048;141.0.179.222;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.12.58/15;Cisco 3750 10.30.0.21
1764;ООО Интерколор;Скорость-6144;141.0.179.223;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.12.166/1;Cisco 3750 10.30.0.21
2504;ООО Универсал-Строй;Скорость-5120;141.0.179.224;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.12.166 - port 2;Cisco 3750 10.30.0.21
1697;ООО ТК Ладья;Скорость-1024;141.0.179.225;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.12.9 - port 16;Cisco 3750 10.30.0.21
1766;ООО ФОРТ;Скорость-2048;141.0.179.226;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.11.204/11;Cisco 3750 10.30.0.21
2238;ООО Трансавто;Скорость-4096;141.0.179.227;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.12.3 - port 5;Cisco 3750 10.30.0.21
1705;ООО ол Джи Джи ол;Скорость-3072;141.0.179.228;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.11.35/17;Cisco 3750 10.30.0.21
1766;ООО ТехноСерв АС;Скорость-1024;141.0.179.229;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.11.151/33;Cisco 3750 10.30.0.21
2833;ИП Крюков;;141.0.179.230;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;;Cisco 3750 10.30.0.21
1463;Деловой мир (Ново-Садовая 106 Захар);Скорость-1024;141.0.179.231;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.11.226 - port 2;Cisco 3750 10.30.0.21
2879;ООО  ЗЖБК Самарский (Кирова, 2);Скорость-40960;141.0.179.232;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.12.110 - port 1;Cisco 3750 10.30.0.21 port 26
2879;ООО  ЗЖБК Самарский (Кирова, 2);Скорость-40960;141.0.179.233;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.12.110 - port 1;Cisco 3750 10.30.0.21 port 26
2879;ООО  ЗЖБК Самарский (Кирова, 2);Скорость-40960;141.0.179.234;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.12.110 - port 1;Cisco 3750 10.30.0.21 port 26
2879;ООО  ЗЖБК Самарский (Кирова, 2);Скорость-40960;141.0.179.235;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.12.110 - port 1;Cisco 3750 10.30.0.21 port 26
2879;ООО  ЗЖБК Самарский (Кирова, 2);Скорость-40960;141.0.179.236;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.12.110 - port 1;Cisco 3750 10.30.0.21 port 26
2879;ООО  ЗЖБК Самарский (Кирова, 2);Скорость-40960;141.0.179.237;141.0.178.225;255.255.255.224;141.0.178.224/27;141.0.178.255;285;EC 10.30.12.110 - port 1;Cisco 3750 10.30.0.21 port 26
1716;ООО САМ-САН;Скорость-5120;141.0.179.238;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.11.197 - port 3;Cisco 3750 10.30.0.21 port 26
1715;ООО Огнеупорные Материалы И Сервис;Скорость-1024;141.0.179.239;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.11.83 - port 9;Cisco 3750 10.30.0.21
1710;ОАО Самараглавснаб;Скорость-4096;141.0.179.240;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.13.136 - port 1;Cisco 3750 10.30.0.21
2440;ООО ВНИИЦ;Скорость-10М;141.0.179.241;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.13.167 - port 1;Cisco 3750 10.30.0.21
1722;Ганимед Сб;Скорость-1024;141.0.179.242;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.12.6 - port 2;Cisco 3750 10.30.0.21
1714;Волга-торг;Скорость-1024;141.0.179.243;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.11.154 - port 2;Cisco 3750 10.30.0.21
3089;ООО МАКСИ (Некрасовская 57);Скорость-4096;141.0.179.244;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.12.164 - port 1;Cisco 3750 10.30.0.21
2639;ООО СтройАльянс;Скорость-4096;141.0.179.245;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.12.181 - port 2;Cisco 3750 10.30.0.21
1997;РГУТИС;Скорость-8192;141.0.179.246;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.11.151 - port 2;Cisco 3750 10.30.0.21
1725;ООО ВторЦветЧерМет;Скорость-10240;141.0.179.247;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.12.182 - port 1;Cisco 3750 10.30.0.21
1730;Авто-Альянс;Скорость-4096;141.0.179.248;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.12.140 - port 1;Cisco 3750 10.30.0.21
2236;ОАО Сокол;Скорость-5120;141.0.179.249;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.12.40 - port 11;Cisco 3750 10.30.0.21
1734;ООО ОРА;Скорость-5120;141.0.179.250-251;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.12.140 - port 2;Cisco 3750 10.30.0.21
2048;Партизанская 82а 3 этаж Wi-Fi (Авангард);Скорость-10240;141.0.179.252;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.12.181 - port 3;Cisco 3750 10.30.0.21
1697;ТК Ладья;Скорость-2048;141.0.179.253;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.12.9 - port 16;Cisco 3750 10.30.0.21
1740;Металл Монтаж;Скорость-2048;141.0.179.254;141.0.179.193;255.255.255.192;141.0.179.192/26;141.0.179.255;285;EC 10.30.11.100 - port 9;Cisco 3750 10.30.0.21
2727;ООО УМЦ Олимп;Скорость-3072;141.0.180.10;141.0.180.1;255.255.255.224;141.0.180.0/27;141.0.180.31;286;EC 10.30.12.136 - port 4;Eltex 10.30.0.195
1594;ООО Промбезопасность;Скорость-20480;141.0.180.11;141.0.180.1;255.255.255.224;141.0.180.0/27;141.0.180.31;286;EC 10.30.12.136 - port 5;Eltex 10.30.0.195
1597;ООО Сура-МНГ;Скорость-2048;141.0.180.12;141.0.180.1;255.255.255.224;141.0.180.0/27;141.0.180.31;286;EC 10.30.12.136 - port 6;Eltex 10.30.0.195
2268;Масленникова Илона Евгеньевна;Скорость-1024;141.0.180.13;141.0.180.1;255.255.255.224;141.0.180.0/27;141.0.180.31;286;EC 10.30.12.118 - port 2;Eltex 10.30.0.195
1576;ЭнергоСвязьКабель;Скорость-3072;141.0.180.14;141.0.180.1;255.255.255.224;141.0.180.0/27;141.0.180.31;286;EC 10.30.12.136 - port 7;Eltex 10.30.0.195
1631;ООО Панорама;Скорость-1024;141.0.180.15;141.0.180.1;255.255.255.224;141.0.180.0/27;141.0.180.31;286;EC 10.30.11.238 - port 4;Eltex 10.30.0.195
1931;ООО Аксель;Скорость-1024;141.0.180.16;141.0.180.1;255.255.255.224;141.0.180.0/27;141.0.180.31;286;EC 10.30.12.212 - port 2;Eltex 10.30.0.195
1633;Крафт-С (Бизнес-Гарант);Скорость-4096;141.0.180.17;141.0.180.1;255.255.255.224;141.0.180.0/27;141.0.180.31;286;EC 10.30.12.204;Eltex 10.30.0.195
1642;ООО Компаньон тур;Скорость-1024;141.0.180.18;141.0.180.1;255.255.255.224;141.0.180.0/27;141.0.180.31;286;EC 10.30.12.119 - port 7;Eltex 10.30.0.195
999;ООО РДЦ-Самара;Скорость-10240;141.0.180.19;141.0.180.1;255.255.255.224;141.0.180.0/27;141.0.180.31;286;EC 10.30.11.50 - port 1;Eltex 10.30.0.195
1549;ЗАО Северен-телеком;Скорость-2048;141.0.180.2;141.0.180.1;255.255.255.224;141.0.180.0/27;141.0.180.31;286;EC 10.30.11.172 - port 24;Eltex 10.30.0.195
999;ООО РДЦ-Самара (второй IP);Скорость-10240;141.0.180.20;141.0.180.1;255.255.255.224;141.0.180.0/27;141.0.180.31;286;EC 10.30.11.50 - port 1;Eltex 10.30.0.195
1644;ООО Замоскворечье Трейдинг;Скорость-5120;141.0.180.21;141.0.180.1;255.255.255.224;141.0.180.0/27;141.0.180.31;286;EC 10.30.12.156 - port 1;Eltex 10.30.0.195
2879;ООО ЗЖБК Самарский (Чернореченская 6);Скорость-10М;141.0.180.22;141.0.180.1;255.255.255.224;141.0.180.0/27;141.0.180.31;286;EC 10.30.11.195 - port 5;Eltex 10.30.0.195
;Управляющий БЦ Академика Павлова 35;Скорость-1024;141.0.180.23;141.0.180.1;255.255.255.224;141.0.180.0/27;141.0.180.31;286;EC 10.30.12.136 - port 8;Eltex 10.30.0.195
2386;ООО Центр содействия профсоюзам;Скорость-2048;141.0.180.24;141.0.180.1;255.255.255.224;141.0.180.0/27;141.0.180.31;286;EC 10.30.11.195 - port 12;Eltex 10.30.0.195
1728;ООО Экономика ТрансГруз;Скорость-4096;141.0.180.25;141.0.180.1;255.255.255.224;141.0.180.0/27;141.0.180.31;286;EC 10.30.12.119 - port 10;Eltex 10.30.0.195
1739;ООО Дижиталь;Скорость-1024;141.0.180.26;141.0.180.1;255.255.255.224;141.0.180.0/27;141.0.180.31;286;EC 10.30.11.100 - port 10;Eltex 10.30.0.195
2386;ООО Центр содействия профсоюзам (склад);Скорость-2048;141.0.180.27;141.0.180.1;255.255.255.224;141.0.180.0/27;141.0.180.31;286;EC 10.30.11.195 - port 34;Eltex 10.30.0.195
1744;Атом;Скорость-5120;141.0.180.28;141.0.180.1;255.255.255.224;141.0.180.0/27;141.0.180.31;286;EC 10.30.12.183 - port 1;Eltex 10.30.0.195
2306;ГБОУ ДОД СДДУТ;Скорость-2048;141.0.180.29;141.0.180.1;255.255.255.224;141.0.180.0/27;141.0.180.31;286;EC 10.30.14.76 - port 1;Eltex 10.30.0.195
1524;Алькасар Лайт;Скорость-2048;141.0.180.3;141.0.180.1;255.255.255.224;141.0.180.0/27;141.0.180.31;286;EC 10.30.12.118 - port 1;Eltex 10.30.0.195
2339;ООО ТСС;Скорость-8192;141.0.180.30;141.0.180.1;255.255.255.224;141.0.180.0/27;141.0.180.31;286;EC 10.30.12.183 - port 3;Eltex 10.30.0.195
1524;Алькасар Лайт (второй IP);Скорость-2048;141.0.180.4;141.0.180.1;255.255.255.224;141.0.180.0/27;141.0.180.31;286;EC 10.30.12.118 - port 1;Eltex 10.30.0.195
