numOrder;customer;tarif;ip_address;gateway;netmask;subnet;broadcast;vlan_id;customer_port;termination_point
1444;ООО Офорт;Скорость-2048;141.0.178.206;141.0.178.193;255.255.255.224;141.0.178.192/27;141.0.178.191;276;EC 10.30.11.168- port 3;Cisco 3750 10.30.0.21
1452;ЗАО Агроавто;Скорость - 1024;141.0.178.216;141.0.178.193;255.255.255.224;141.0.178.192/27;141.0.178.223;276;EC 10.30.12.128 - port 1;Cisco 3750 10.30.0.21
1458;СтройАльянс;Скорость-2048;141.0.178.212;141.0.178.193;255.255.255.224;141.0.178.192/27;141.0.178.223;276;EC 10.30.11.209 - port 3;Cisco 3750 10.30.0.21
2932;ООО ЭлигерГруп;Скорость-3072;141.0.178.218;141.0.178.193;255.255.255.224;141.0.178.192/27;141.0.178.223;276;EC 10.30.13.121 - port 3;Cisco 3750 10.30.0.21
1495;ООО ЭЛЕКТРОТОРГСАМАРА;Скорость - 1024;141.0.178.217;141.0.178.193;255.255.255.224;141.0.178.192/27;141.0.178.223;276;EC 10.30.11.242 - port 9;Cisco 3750 10.30.0.21
1520;ООО Центр Бумаги;Скорость-3072;141.0.178.220;141.0.178.193;255.255.255.224;141.0.178.192/27;141.0.178.223;276;EC 10.30.11.84 - port 9;Cisco 3750 10.30.0.21
1527;Автостоянка, Всеросийское общесво автомобилистов;Скорость - 3072;141.0.178.221;141.0.178.193;255.255.255.224;141.0.178.192/27;141.0.178.223;276;EC 10.30.12.130 - port 3;Cisco 3750 10.30.0.21
1534;ООО АвтоВижен Плюс;Скорость-2048;141.0.178.194;141.0.178.193;255.255.255.224;141.0.178.192/27;141.0.178.223;276;EC 10.30.11.130 - port 2;Cisco 3750 10.30.0.21
1754;ООО Эксперт;Скорость-15360;141.0.178.200;141.0.178.193;255.255.255.224;141.0.178.192/27;141.0.178.223;276;EC 10.30.13.133 - port 1;Cisco 3750 10.30.0.21
1773;ООО ЦПП Л-Групп;Скорость-2048;141.0.178.215;141.0.178.193;255.255.255.224;141.0.178.192/27;141.0.178.223;276;EC 10.30.11.84 - port 10;Cisco 3750 10.30.0.21
1804;Кантеев;Скорость - 1024;141.0.178.219;141.0.178.193;255.255.255.224;141.0.178.192/27;141.0.178.223;276;EC 10.30.12.128/5;Cisco 3750 10.30.0.21
1907;ООО Компания Деликатесофф;Скорость-2048;141.0.178.205;141.0.178.193;255.255.255.224;141.0.178.192/27;141.0.178.223;276;EC 10.30.12.127 - port 2;Cisco 3750 10.30.0.2
1951;ООО СнабСам;Скорость-2046;141.0.178.210;141.0.178.193;255.255.255.224;141.0.178.192/27;141.0.178.223;276;EC 10.30.12.221- port 1;Cisco 3750 10.30.0.21
2821;ООО Технология;Скорость-2048;141.0.178.214;141.0.178.193;255.255.255.224;141.0.178.192/27;141.0.178.191;276;EC 10.30.12.114 - port 6;Cisco 3750 10.30.0.21
2345;ООО АкваИнжСтрой;Скорость-1024;141.0.178.204;141.0.178.193;255.255.255.224;141.0.178.192/27;141.0.178.223;276;EC 10.30.11.152 -pot 30;Cisco 3750 10.30.0.21
2452;ООО Самарское пиво;Скорость-6М;141.0.178.208;141.0.178.193;255.255.255.224;141.0.178.192/27;141.0.178.191;276;EC 10.30.12.106 - port 3;Cisco 3750 10.30.0.21
2648;ООО Умка;Скорость-1024;141.0.178.207;141.0.178.193;255.255.255.224;141.0.178.192/27;141.0.178.223;276;EC 10.30.12.130 - port 6;Cisco 3750 10.30.0.2
;Для Гидроавтоматики еще одно подключение по блату;;141.0.178.211;141.0.178.193;255.255.255.224;141.0.178.192/27;141.0.178.223;276;EC 10.30.11.168 - port 5;Cisco 3750 10.30.0.21
;Самарареммашэлектро (Самарамашэлектроторг, Трохина);Скорость - 1024;141.0.178.222;141.0.178.193;255.255.255.224;141.0.178.192/27;141.0.178.223;276;EC 10.30.12.114 - port 4;Cisco 3750 10.30.0.21
1399;ООО Ключ;Скорость-2048;46.29.76.82;46.29.76.81;255.255.255.252;46.29.76.56/30;46.29.76.83;277;EC 10.30.11.241 - port 4;Cisco 3750 10.30.0.19
1407;ООО Парус Медиа;Скорость-10240;46.29.75.214;46.29.75.213;255.255.255.252;46.29.75.212/30;46.29.75.212/30;278;EC 10.30.11.241- port 5;Cisco 3750 10.30.0.19
1466;"ООО Торговый дом ""МАС""";Скорость-6656;141.0.179.10;141.0.179.1;255.255.255.224;141.0.179.0/27;141.0.179.31;279;EC 10.30.11.241 - port 7;Cisco 3750 10.30.0.2
1461;ИП Мжельский;Скорость-1024;141.0.179.11;141.0.179.1;255.255.255.224;141.0.179.0/27;141.0.179.31;279;EC 10.30.12.113 - port 2;Cisco 3750 10.30.0.2
1461;ИП Мжельский (2-ой IP);Скорость-1024;141.0.179.12;141.0.179.1;255.255.255.224;141.0.179.0/27;141.0.179.31;279;EC 10.30.12.113 - port 3;Cisco 3750 10.30.0.2
1717;МП г.о. Самара Пассажиравтотранс;Скорость-2048;141.0.179.13;141.0.179.1;255.255.255.224;141.0.179.0/27;141.0.179.31;279;EC 10.30.12.190 - port 1;Cisco 3750 10.30.0.2
2623;ООО Анкубера Глобал;Скорость-3072;141.0.179.14;141.0.179.1;255.255.255.224;141.0.179.0/27;141.0.179.31;279;EC 10.30.13.80 - port 1;Cisco 3750 10.30.0.2
1596;ООО СК Дедал-С;Скорость-10240;141.0.179.15;141.0.179.1;255.255.255.224;141.0.179.0/27;141.0.179.31;279;EC 10.30.12.40 - port 3;Cisco 3750 10.30.0.2
2139;Таймер;Скорость-8192;141.0.179.16;141.0.179.1;255.255.255.224;141.0.179.0/27;141.0.179.31;279;EC 10.30.11.170 - port 3;Cisco 3750 10.30.0.2
2012;"ООО Альянс (был ""ТЕЛКОМ')";Скорость-5120;141.0.179.17;141.0.179.1;255.255.255.224;141.0.179.0/27;141.0.179.31;279;EC 10.30.12.113 - port 5;Cisco 3750 10.30.0.2
1611;РосТрансЛогистика;Скорость-8192;141.0.179.18;141.0.179.1;255.255.255.224;141.0.179.0/27;141.0.179.31;279;EC 10.30.12.99 - port 3;Cisco 3750 10.30.0.2
2464;ООО Коммунальник;Скорость-8192;141.0.179.19;141.0.179.1;255.255.255.224;141.0.179.0/27;141.0.179.31;279;EC 10.30.11.45 - port 5;Cisco 3750 10.30.0.2
1440;ООО Базис;Скорость-1024;141.0.179.2;141.0.179.1;255.255.255.224;141.0.179.0/27;141.0.179.31;279;EC 10.31.12.74 - port 5;Cisco 3750 10.30.0.2
1720;ИП Баев;Скорость-5120;141.0.179.20;141.0.179.1;255.255.255.224;141.0.179.0/27;141.0.179.31;279;EC 10.30.12.99 - port 4;Cisco 3750 10.30.0.2
1896;ИП Антипов А. С.;Скорость-5120;141.0.179.21;141.0.179.1;255.255.255.224;141.0.179.0/27;141.0.179.31;279;EC 10.30.12.204 - port 3;Cisco 3750 10.30.0.2
1737;ООО ХК ТЭД-Руно;Скорость-4608;141.0.179.22;141.0.179.1;255.255.255.224;141.0.179.0/27;141.0.179.31;279;EC 10.30.11.241 - port 9;Cisco 3750 10.30.0.2
1753;ИП Бочарова И. И,;Скорость-1024;141.0.179.23;141.0.179.1;255.255.255.224;141.0.179.0/27;141.0.179.31;279;EC 10.30.11.241 - port 10;Cisco 3750 10.30.0.2
1757;ООО МассАвто;Скорость-7168;141.0.179.24;141.0.179.1;255.255.255.224;141.0.179.0/27;141.0.179.31;279;EC 10.30.11.241 - port 11;Cisco 3750 10.30.0.2
2007;ООО Офиссеть(клиент расторг ООО Грильяж);Скорость-2048;141.0.179.25;141.0.179.1;255.255.255.224;141.0.179.0/27;141.0.179.31;279;10.30.12.187 - port 9;Cisco 3750 10.30.0.2
1771;ООО Супер окна;Скорость-2048;141.0.179.26;141.0.179.1;255.255.255.224;141.0.179.0/27;141.0.179.31;279;EC 10.30.12.74 - port 3;Cisco 3750 10.30.0.2
26;Самарский пансионат для детей-инвалидов;Скорость-7,5М;141.0.179.27;141.0.179.1;255.255.255.224;141.0.179.0/27;141.0.179.31;279;EC 10.30.12.198 - port 1;Cisco 3750 10.30.0.2
1109;ИП Сулейманов Равиль Мусеевич;Скорость-1024;141.0.179.28;141.0.179.1;255.255.255.224;141.0.179.0/27;141.0.179.31;279;EC 10.30.12.204 - port 1;Cisco 3750 10.30.0.2
1911;ООО Волга Экспресс;Скорость-1024;141.0.179.29;141.0.179.1;255.255.255.224;141.0.179.0/27;141.0.179.31;279;EC 10.30.12.204 - port 2;Cisco 3750 10.30.0.2
1450;ООО ГБУЗ Госпиталь для ветеранов войн;Скорость-20480;141.0.179.3;141.0.179.1;255.255.255.224;141.0.179.0/27;141.0.179.31;279;EC 10.30.12.74 - port 27;Cisco 3750 10.30.0.2
1985;"НОЧЦ ДПО ""ЦПК и ОТ"" (второй IP)";Скорость-6656;141.0.179.30;141.0.179.1;255.255.255.224;141.0.179.0/27;141.0.179.31;279;EC 10.30.12.204 - port 20;Cisco 3750 10.30.0.2
2872;ГАРАНТ;Cкорость-1024;141.0.179.4;141.0.179.1;255.255.255.224;141.0.179.0/27;141.0.179.31;279;EC 10.30.12.74 - port 7;Cisco 3750 10.30.0.2
;Деловые линии;Скорость-40М;141.0.179.5;141.0.179.1;255.255.255.224;141.0.179.0/27;141.0.179.31;279;EC 10.30.13.227 - port 2;Cisco 3750 10.30.0.2
2488;ООО Южная планета;Скорость-5120;141.0.179.6;141.0.179.1;255.255.255.224;141.0.179.0/27;141.0.179.31;279;;Cisco 3750 10.30.0.2
303;Шурухин Д.А.;Скорость-5120;141.0.179.7;141.0.179.1;255.255.255.224;141.0.179.0/27;141.0.179.31;279;EC 10.30.13.10 - port 3;Cisco 3750 10.30.0.2
425;ООО Юнипол Поволжье;Скорость-512;141.0.179.8;141.0.179.1;255.255.255.224;141.0.179.0/27;141.0.179.31;279;EC 10.30.11.241 - port 6;Cisco 3750 10.30.0.2
1498;ЛКС Безопасность;Скорость-512;141.0.179.9;141.0.179.1;255.255.255.224;141.0.179.0/27;141.0.179.31;279;EC 10.30.12.99 - port 2;Cisco 3750 10.30.0.2
1422;ОАО Самарский Трансформатор;Скорость-20480;141.0.179.34-37;141.0.179.33;255.255.255.224;141.0.178.96/27;141.0.179.63;280;EC 10.30.12.123 - port 1;Cisco 3750 10.30.0.2
1465;ООО ЦРП Эрудит;Скорость-1024;141.0.179.38;141.0.179.33;255.255.255.224;141.0.178.96/27;141.0.179.63;280;EC 10.30.11.119 - port 1;Cisco 3750 10.30.0.2
1838;ООО Атлас ойл инвестмент;Скорость-2048;141.0.179.39;141.0.179.33;255.255.255.224;141.0.178.96/27;141.0.179.63;280;EC 10.30.12.119 - port 12;Cisco 3750 10.30.0.2
1469;Планета железяка;Скорость-2048;141.0.179.40;141.0.179.33;255.255.255.224;141.0.179.33/27;141.0.179.63;280;EC 10.30.11.195 - port 37;Cisco 3750 10.30.0.2
1880;ООО ВолгаСтанкоРемонт;Скорость-3072;141.0.179.41;141.0.179.33;255.255.255.224;141.0.179.33/27;141.0.179.63;280;EC 10.30.12.230 - port 1;Cisco 3750 10.30.0.2
2618;ИП Желябовский;Скорость - 4096;141.0.179.42;141.0.179.33;255.255.255.224;141.0.179.33/27;141.0.179.63;280;EC 10.30.11.235 - port 9;Cisco 3750 10.30.0.2
1441;ГК-902;Скорость-5120;141.0.179.43;141.0.179.33;255.255.255.224;141.0.178.96/27;141.0.179.63;280;EC 10.30.13.177 - port 1;Cisco 3750 10.30.0.2
;ИП Исаев (для Южный ветер);Скорость-5120;141.0.179.44;141.0.179.33;255.255.255.224;141.0.179.33/27;141.0.179.63;280;EC 10.30.13.156- port 1;Cisco 3750 10.30.0.2
1485;ООО Автолегион;Скорость-512;141.0.179.45;141.0.179.33;255.255.255.224;141.0.179.33/27;141.0.179.63;280;EC 10.30.13.136 - port 1;Cisco 3750 10.30.0.2
2485;ТД Пальмира;Скорость-3072;141.0.179.46;141.0.179.33;255.255.255.224;141.0.179.33/27;141.0.179.63;280;EC 10.30.11.96 - port 5;Cisco 3750 10.30.0.2
1503;ЗАО Дедал;Скорость-1024;141.0.179.47;141.0.179.33;255.255.255.224;141.0.179.33/27;141.0.179.63;280;EC 10.30.11.231 - port 10;Cisco 3750 10.30.0.2
1504;ООО ТПК Ресурс;Скорость - 4096;141.0.179.48;141.0.179.33;255.255.255.224;141.0.179.33/27;141.0.179.63;280;EC 10.30.11.119 - port 2;Cisco 3750 10.30.0.2
2759;ССК Прометей;Скорость - 1024;141.0.179.49;141.0.179.33;255.255.255.224;141.0.179.33/27;141.0.179.63;280;EC 10.30.11.35 - port 16;Cisco 3750 10.30.0.2
1526;ООО Графика-Инжиниринг;Скорость - 6144;141.0.179.50;141.0.179.33;255.255.255.224;141.0.179.33/27;141.0.179.63;280;EC 10.30.12.181 - port 25;Cisco 3750 10.30.0.2
1531;Газэнергомонтаж;Скорость - 1024;141.0.179.51;141.0.179.33;255.255.255.224;141.0.179.33/27;141.0.179.63;280;EC 10.30.11.195 - port 26;Cisco 3750 10.30.0.2
2697;ООО Нордал;Скорость - 1024;141.0.179.52;141.0.179.33;255.255.255.224;141.0.179.33/27;141.0.179.63;280;EC 10.30.13.163 - port 2;Cisco 3750 10.30.0.2
1546;ООО Эос;Скорость - 2048;141.0.179.53;141.0.179.33;255.255.255.224;141.0.179.33/27;141.0.179.63;280;EC 10.30.11.82 - port 2;Cisco 3750 10.30.0.2
1540;ООО Стандарт 63;Скорость - 2048;141.0.179.54;141.0.179.33;255.255.255.224;141.0.179.33/27;141.0.179.63;280;EC 10.30.12.141 - port 1;Cisco 3750 10.30.0.2
2753;ЗАО Кабельный альянс;Скорость - 4096;141.0.179.55;141.0.179.33;255.255.255.224;141.0.179.33/27;141.0.179.63;280;EC 10.30.11.82 - port 18;Cisco 3750 10.30.0.2
1987;ООО Рубин;Скорость-2048;141.0.179.56;141.0.179.33;255.255.255.224;141.0.179.33/27;141.0.179.63;280;EC 10.30.12.76 - port 6;Cisco 3750 10.30.0.2
1640;ЛЕКС КО;Скорость-4096;141.0.179.57;141.0.179.33;255.255.255.224;141.0.179.33/27;141.0.179.63;280;EC 10.30.12.76 - port 2;Cisco 3750 10.30.0.2
2593;ООО ТСТ-С;Скорость-2048;141.0.179.58;141.0.179.33;255.255.255.224;141.0.179.33/27;141.0.179.63;280;EC 10.30.12.119 - port 15;Cisco 3750 10.30.0.2
1973;ООО Инсотех-Регион Wi-Fi;Скорость-8192;141.0.179.59;141.0.179.33;255.255.255.224;141.0.179.33/27;141.0.179.63;280;EC 10.30.13.3 - port 2;Cisco 3750 10.30.0.2
1560;ИП Давлетзянов И. Д.;Скорость-3072;141.0.179.60;141.0.179.33;255.255.255.224;141.0.179.33/27;141.0.179.63;280;EC 10.30.12.119 - port 4;Cisco 3750 10.30.0.2
1565;ТДК;Скорость-1024;141.0.179.61;141.0.179.33;255.255.255.224;141.0.179.33/27;141.0.179.63;280;EC 10.30.11.219 - port 11;Cisco 3750 10.30.0.2
1569;ООО АЕ5000 (Верхне-Карьерная 3а);Скорость-5120;141.0.179.62;141.0.179.33;255.255.255.224;141.0.179.33/27;141.0.179.63;280;EC 10.30.11.126 - port 2;Cisco 3750 10.30.0.2
2421;Таволипром;Скорость-20М;141.0.179.66;141.0.179.65;255.255.255.224;46.29.78.0/27;141.0.179.95;281;EC 10.30.12.59 - port 1;Cisco 3750 10.30.0.138
3065;Мир ИТ решений;Скорость-3072;141.0.179.67;141.0.179.65;255.255.255.224;141.0.179.64/27;141.0.179.95;281;EC 10.30.12.195 - port 10;Cisco 3750 10.30.0.138
917;ООО Нефтегазсервис (Набережная реки Самары 1);Скорость-12548;141.0.179.68;141.0.179.65;255.255.255.224;141.0.179.64/27;141.0.179.95;281;EC 10.30.12.235 - port 2;Cisco 3750 10.30.0.138
2290;ООО НСП (ул. Комсомольская 27а);Скорость-20480;141.0.179.69;141.0.179.65;255.255.255.224;141.0.179.64/27;141.0.179.95;281;EC 10.30.11.237 - port 1;Cisco 3750 10.30.0.138
1811;ООО ДИКС;Скорость-2048;141.0.179.70;141.0.179.65;255.255.255.224;141.0.179.64/27;141.0.179.95;281;EC 10.30.12.171 - port 1;Cisco 3750 10.30.0.138
995;Самаранефтепродукт;Скорость-3072;141.0.179.71;141.0.179.65;255.255.255.224;141.0.179.64/27;141.0.179.95;281;EC 10.30.12.186 - port 1;Cisco 3750 10.30.0.138
995;ОАО Самаранефтепродукт;Скорость-15360;141.0.179.72;141.0.179.65;255.255.255.224;141.0.179.64/27;141.0.179.95;281;EC 10.30.12.186 - port 2;Cisco 3750 10.30.0.138
1827;ООО СамараНИПИнефть;Скорость-1024;141.0.179.73;141.0.179.65;255.255.255.224;141.0.179.64/27;141.0.179.95;281;EC 10.30.12.216 - port 1;Cisco 3750 10.30.0.138
1950;ООО Аккорд-1;Скорость-5120;141.0.179.74;141.0.179.65;255.255.255.224;141.0.179.64/27;141.0.179.95;281;EC 10.30.12.234 - port 1;Cisco 3750 10.30.0.138
2715;ООО Модные Тенденции;Скорость-3072;141.0.179.75;141.0.179.65;255.255.255.224;141.0.179.64/27;141.0.179.95;281;EC 10.30.12.193 - port 13;Cisco 3750 10.30.0.138
2022;ИП Мельников И. М.;Скорость-2048;141.0.179.76;141.0.179.65;255.255.255.224;141.0.179.64/27;141.0.179.95;281;EC 10.30.12.195 - port 3;Cisco 3750 10.30.0.138
1976;ООО КоЭр;Скорость-30720;141.0.179.77;141.0.179.65;255.255.255.224;141.0.179.64/27;141.0.179.95;281;EC 10.30.12.211 - port 2;Cisco 3750 10.30.0.138
2019;ООО Системный администратор;Скорость-30720;141.0.179.78;141.0.179.65;255.255.255.224;141.0.179.64/27;141.0.179.95;281;EC 10.30.11.87 - port 22;Cisco 3750 10.30.0.138
2042;ООО Гарант-Авто;Скорость-2048;141.0.179.79;141.0.179.65;255.255.255.224;141.0.179.64/27;141.0.179.95;281;EC 10.30.13.8 - port 1;Cisco 3750 10.30.0.138
2038;ИП Васьков;Скорость-2048;141.0.179.80;141.0.179.65;255.255.255.224;141.0.179.64/27;141.0.179.95;281;EC 10.30.12.193 - port 14;Cisco 3750 10.30.0.138
3106;ООО ПРО;Скорость-3076;141.0.179.81;141.0.179.65;255.255.255.224;141.0.179.64/27;141.0.179.95;281;EC 10.30.11.151 - port 9;Cisco 3750 10.30.0.138
2074;Учереждение Самарский областной Дом науки и техники Российского Союза научный и инженерных общественных организаций;Скорость-4096;141.0.179.82;141.0.179.65;255.255.255.224;141.0.179.64/27;141.0.179.95;281;EC 10.30.12.211 - port 4;Cisco 3750 10.30.0.138
2075;ООО Формула Безопасности;Скорость-2048;141.0.179.83;141.0.179.65;255.255.255.224;141.0.179.64/27;141.0.179.95;281;EC 10.30.12.211 - port 5;Cisco 3750 10.30.0.138
2939;СК БИН;Скорость-10240;141.0.179.84;141.0.179.65;255.255.255.224;141.0.179.64/27;141.0.179.95;281;EC 10.30.14.9 - port 1;Cisco 3750 10.30.0.138
2120;ЗАО СЭТЗ;Скорость-6М;141.0.179.85;141.0.179.65;255.255.255.224;141.0.179.64/27;141.0.179.95;281;EC 10.30.13.31 - port 1;Cisco 3750 10.30.0.138
2567;Триал-Маркет;Скорость-2048;141.0.179.86;141.0.179.65;255.255.255.224;141.0.179.64/27;141.0.179.95;281;EC 10.30.11.151 - port 4;Cisco 3750 10.30.0.138
2122;ООО Тамара;Скорость-4096;141.0.179.87;141.0.179.65;255.255.255.224;141.0.179.64/27;141.0.179.95;281;EC 10.30.13.34 - port 1;Cisco 3750 10.30.0.138
2223;Консульство Республики Кипр в г.Самаре;Скорость-15360;141.0.179.88-91;141.0.179.65;255.255.255.224;141.0.179.64/27;141.0.179.95;281;EC 10.30.13.86 - port 1-4;Cisco 3750 10.30.0.138
;Аметист;Скорость-10240;141.0.179.92;141.0.179.65;255.255.255.224;141.0.179.64/27;141.0.179.95;281;EC 10.30.13.157 - port 1;Cisco 3750 10.30.0.138
2714;ООО Онид;Скорость-4096;141.0.179.93;141.0.179.65;255.255.255.224;141.0.179.64/27;141.0.179.95;281;EC 10.30.13.122 - port 1;Cisco 3750 10.30.0.138
1448;ЗАО ВМК;Скорость-3072;141.0.179.94;141.0.179.65;255.255.255.224;141.0.179.64/27;141.0.179.95;281;EC 10.30.12.175 - port 25;Cisco 3750 10.30.0.138
2755;ООО Агротехсервис;Скорость-2048;141.0.179.100;141.0.179.97;255.255.255.224;141.0.179.96/27;141.0.179.127;282;EC 10.30.13.187 - port 10;Cisco 3750 10.30.0.21
2371;ИП Степаненко;Скорость-8М;141.0.179.101;141.0.179.97;255.255.255.224;141.0.179.96/27;141.0.179.127;282;EC 10.30.13.153 - port 1;Cisco 3750 10.30.0.21
3177;Чупраков;Скорость-2048;141.0.179.102;141.0.179.97;255.255.255.224;141.0.179.96/27;141.0.179.127;282;EC 10.30.13.165 - port 2;Cisco 3750 10.30.0.21
2708;ООО Финмаркет;Скорость-1,5М;141.0.179.103;141.0.179.97;255.255.255.224;141.0.179.96/27;141.0.179.127;282;EC 10.30.12.58 - port 9;Cisco 3750 10.30.0.21
2256;Колбасы от Фабрики Качества (Енисейская 56);Скорость-5120;141.0.179.104;141.0.179.97;255.255.255.224;141.0.179.96/27;141.0.179.127;282;EC 10.30.14.41 - port 2;Cisco 3750 10.30.0.21
2417;ООО А-Иншуранс (ИП Дудко);Скорость-10240;141.0.179.105;141.0.179.97;255.255.255.224;141.0.179.96/27;141.0.179.127;282;EC 10.30.13.29 - port 22;Cisco 3750 10.30.0.21
;ИП Исаев (для Центр гигиены и эпидемиологии в Самарской области);Скорость-40М;141.0.179.106;141.0.179.97;255.255.255.224;141.0.179.96/27;141.0.179.127;282;EC 10.30.13.170 - port 1;Cisco 3750 10.30.0.21
;ИП Исаев для Универсал-сервис;Скорость-10240;141.0.179.107;141.0.179.97;255.255.255.224;141.0.179.96/27;141.0.179.127;282;EC 10.30.13.169 - port 2;Cisco 3750 10.30.0.21
;ИП Исаев для Дентал-профи;Скорость-5120;141.0.179.108;141.0.179.97;255.255.255.224;141.0.179.96/27;141.0.179.127;282;EC 10.30.13.169 - port 4;Cisco 3750 10.30.0.21
;ИП Исаев для Брукфилд-телеком;Скорость-15М;141.0.179.109;141.0.179.97;255.255.255.224;141.0.179.96/27;141.0.179.127;282;EC 10.30.13.169 - port 5;Cisco 3750 10.30.0.21
;ИП Исаев для Траст-ком;Скорость-5120;141.0.179.110;141.0.179.97;255.255.255.224;141.0.179.96/27;141.0.179.127;282;EC 10.30.13.169 - port 3;Cisco 3750 10.30.0.21
;ИП Исаев для РСУ-10;Скорость-15М;141.0.179.111;141.0.179.97;255.255.255.224;141.0.179.96/27;141.0.179.127;282;EC 10.30.13.169 - port 6;Cisco 3750 10.30.0.21
;ИП Исаев для СДК-Пальмира;Скорость-5120;141.0.179.112;141.0.179.97;255.255.255.224;141.0.179.96/27;141.0.179.127;282;EC 10.30.13.169 - port 7;Cisco 3750 10.30.0.21
;ИП Исаев для Ювелирный мир 1;Скорость-5120;141.0.179.113;141.0.179.97;255.255.255.224;141.0.179.96/27;141.0.179.127;282;EC 10.30.13.169 - port 8;Cisco 3750 10.30.0.21
;ИП Исаев для Ювелирный мир 2;Скорость-5120;141.0.179.114;141.0.179.97;255.255.255.224;141.0.179.96/27;141.0.179.127;282;EC 10.30.13.169 - port 9;Cisco 3750 10.30.0.21
;ИП Исаев для Ротос;Скорость-5120;141.0.179.115;141.0.179.97;255.255.255.224;141.0.179.96/27;141.0.179.127;282;EC 10.30.13.169 - port 10;Cisco 3750 10.30.0.21
;ИП Исаев для Интеграл плюс;Скорость-5120;141.0.179.116;141.0.179.97;255.255.255.224;141.0.179.96/27;141.0.179.127;282;EC 10.30.13.169 - port 11;Cisco 3750 10.30.0.21
;ИП Исаев для СВК;Скорость-10240;141.0.179.117;141.0.179.97;255.255.255.224;141.0.179.96/27;141.0.179.127;282;EC 10.30.13.169 - port 12;Cisco 3750 10.30.0.21
;ИП Исаев;Скорость-15M;141.0.179.118;141.0.179.97;255.255.255.224;141.0.179.96/27;141.0.179.127;282;EC 10.30.13.169 - port 13;Cisco 3750 10.30.0.21
2792;Леопольд;Скорость-10240;141.0.179.119;141.0.179.97;255.255.255.224;141.0.179.96/27;141.0.179.127;282;EC 10.30.13.169 - port 14;Cisco 3750 10.30.0.21
;ИП Исаев;Скорость-5120;141.0.179.120;141.0.179.97;255.255.255.224;141.0.179.96/27;141.0.179.127;282;EC 10.30.13.169 - port 15;Cisco 3750 10.30.0.21
;ИП Исаев;Скорость-5120;141.0.179.121;141.0.179.97;255.255.255.224;141.0.179.96/27;141.0.179.127;282;EC 10.30.13.169 - port 16;Cisco 3750 10.30.0.21
;ИП Исаев;Скорость-5120;141.0.179.122;141.0.179.97;255.255.255.224;141.0.179.96/27;141.0.179.127;282;EC 10.30.13.169 - port 17;Cisco 3750 10.30.0.21
1339;ЗАО Роснефтегазмонтаж;Скорость-6М;141.0.179.123;141.0.179.97;255.255.255.224;141.0.179.96/27;141.0.179.127;282;EC 10.30.12.195 - port 5;Cisco 3750 10.30.0.21
2582;ООО Опера;Скорость-5120;141.0.179.124;141.0.179.97;255.255.255.224;141.0.179.96/27;141.0.179.127;282;EC 10.30.12.195 - port 1;Cisco 3750 10.30.0.21
2571;Пиццерия ЖАК (ИП Гайворонский);Скорость-10М;141.0.179.125;141.0.179.97;255.255.255.224;141.0.179.96/27;141.0.179.127;282;EC 10.30.13.176 - port 1;Cisco 3750 10.30.0.21
2581;ООО СОФЖИ;Скорость-20М;141.0.179.126;141.0.179.97;255.255.255.224;141.0.179.96/27;141.0.179.127;282;;Cisco 3750 10.30.0.21
2318;ООО Агентство Негоциантъ;Скорость-2048;141.0.179.98;141.0.179.97;255.255.255.224;141.0.179.96/27;141.0.179.127;282;EC 10.30.12.116 - port 2;Cisco 3750 10.30.0.21
2838;Телос Консалтинг;Скорость-6М;141.0.179.99;141.0.179.97;255.255.255.224;141.0.179.96/27;141.0.179.127;282;;Cisco 3750 10.30.0.21
2464;ООО Проактив Колл Менеджмент;Скорость-8192;141.0.179.162;141.0.179.161;255.255.255.224;141.0.179.160/27;141.0.179.191;283;EC 10.30.11.45 - port 5;Eltex 10.30.0.195
;ООО Проактив Колл Менеджмент;;141.0.179.163;141.0.179.161;255.255.255.224;141.0.179.160/27;141.0.179.191;283;EC 10.30.11.45 - port 5;Eltex 10.30.0.195
;ООО АльянсЭнерго;;141.0.179.164;141.0.179.161;255.255.255.224;141.0.179.160/27;141.0.179.191;283;;Eltex 10.30.0.195
;ЗАО Агроавто;;141.0.179.165;141.0.179.161;255.255.255.224;141.0.179.160/27;141.0.179.191;283;;Eltex 10.30.0.195
;ООО Проактив Колл Менеджмент;;141.0.179.166;141.0.179.161;255.255.255.224;141.0.179.160/27;141.0.179.191;283;EC 10.30.11.45 - port 5;Eltex 10.30.0.195
;Брукфилд Телеком;Скорость-5120;141.0.179.167;141.0.179.161;255.255.255.224;141.0.179.160/27;141.0.179.191;283;EC 10.30.11.223 - port 2;Eltex 10.30.0.195
;ООО Проактив Колл Менеджмент;;141.0.179.168;141.0.179.161;255.255.255.224;141.0.179.160/27;141.0.179.191;283;EC 10.30.11.45 - port 5;Eltex 10.30.0.195
2587;Брукфилд Телеком;Скорость-5120;141.0.179.169;141.0.179.161;255.255.255.224;141.0.179.160/27;141.0.179.191;283;EC 10.30.11.223 - port 3;Eltex 10.30.0.195
2662;Северия;Скорость-10240;141.0.179.170;141.0.179.161;255.255.255.224;141.0.179.160/27;141.0.179.191;283;EC 10.30.11.223 - port 4;Eltex 10.30.0.195
;ООО Проактив Колл Менеджмент;;141.0.179.171;141.0.179.161;255.255.255.224;141.0.179.160/27;141.0.179.191;283;EC 10.30.11.45 - port 5;Eltex 10.30.0.195
